task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
149	2b/b73e13	71786	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k26_bird_S21)	CACHED	0	2024-08-04 03:00:34.376	11s	10.9s	-	-	-	-	-
140	e8/97fb62	70657	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k23_bird_S18)	CACHED	0	2024-08-04 02:52:25.984	2.5s	2.4s	-	-	-	-	-
169	d3/1a3552	75653	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k22_bird_S17)	CACHED	0	2024-08-04 03:28:03.034	3.4s	3.3s	-	-	-	-	-
93	ab/221463	66085	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k24_bird_S19)	CACHED	0	2024-08-04 02:22:44.897	4.1s	4s	-	-	-	-	-
138	d9/a13165	72218	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on PLmix2_S2)	CACHED	0	2024-08-04 03:03:35.441	4.6s	3.2s	-	-	-	-	-
152	d5/57d552	67265	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k16_bird_S11)	CACHED	0	2024-08-04 02:31:08.417	2.6s	2.4s	-	-	-	-	-
114	44/8b31b0	76629	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k21_bird_S16)	CACHED	0	2024-08-04 03:35:28.558	6.4s	6.3s	-	-	-	-	-
155	3e/57d427	67236	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k16_bird_S11)	CACHED	0	2024-08-04 02:31:03.856	4.4s	4.3s	-	-	-	-	-
164	ee/27bf44	69135	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k9_bird_S4)	CACHED	0	2024-08-04 02:42:30.706	3.5s	3.4s	-	-	-	-	-
95	f3/28224d	66123	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k24_bird_S19)	CACHED	0	2024-08-04 02:22:49.027	2.4s	2.2s	-	-	-	-	-
182	1f/ec55ba	75784	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k14_bird_S9)	CACHED	0	2024-08-04 03:28:15.357	2.3s	2.2s	-	-	-	-	-
147	51/2cf19c	71852	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k26_bird_S21)	CACHED	0	2024-08-04 03:00:45.504	3.9s	3.7s	-	-	-	-	-
102	34/0148e9	78307	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k15_bird_S10)	CACHED	0	2024-08-04 03:46:53.834	7.9s	7.8s	-	-	-	-	-
183	64/2bd1eb	70560	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k25_bird_S20)	CACHED	0	2024-08-04 02:52:21.261	2.1s	2s	-	-	-	-	-
175	9f/d71ffc	75593	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k10_bird_S5)	CACHED	0	2024-08-04 03:27:57.118	2.2s	2.1s	-	-	-	-	-
109	05/6248d2	67297	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k30_bird_S23)	CACHED	0	2024-08-04 02:31:11.081	3.9s	3.8s	-	-	-	-	-
161	f2/eb816a	67374	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k11_bird_S6)	CACHED	0	2024-08-04 02:31:19.036	2.2s	2.2s	-	-	-	-	-
184	79/a11512	70590	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k25_bird_S20)	CACHED	0	2024-08-04 02:52:23.505	2.3s	2.2s	-	-	-	-	-
177	49/f19923	75565	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k10_bird_S5)	CACHED	0	2024-08-04 03:27:54.193	2.8s	2.6s	-	-	-	-	-
172	5c/7bc10e	75624	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k22_bird_S17)	CACHED	0	2024-08-04 03:27:59.551	3.2s	3.1s	-	-	-	-	-
178	32/e6edf0	78503	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k20_bird_S15)	CACHED	0	2024-08-04 03:48:16.694	7s	6.9s	-	-	-	-	-
125	85/08e824	67816	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k12_bird_S7)	CACHED	0	2024-08-04 02:33:57.222	2.8s	2.5s	-	-	-	-	-
129	8f/78b77f	43796	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:BRACKEN_EACH (Bracken on k18_bird_S13)	CACHED	0	2024-08-04 00:53:01.324	2.9s	2.8s	-	-	-	-	-
166	95/13721f	16096	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:EXTRACT_KRAKEN_READS (Extract kraken reads on k10_bird_S5)	CACHED	0	2024-08-04 12:59:00.465	8m 51s	8m 50s	-	-	-	-	-
156	f6/cd420f	16111	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:EXTRACT_KRAKEN_READS (Extract kraken reads on k16_bird_S11)	CACHED	0	2024-08-04 12:59:00.828	8m 38s	8m 38s	-	-	-	-	-
186	c3/e590af	81630	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:MEGAHIT (Megahit on k18_bird_S13-694014)	CACHED	0	2024-08-04 18:52:34.712	16.9s	16.9s	-	-	-	-	-
185	5f/14351d	81646	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:MEGAHIT (Megahit on k24_bird_S19-694014)	CACHED	0	2024-08-04 18:52:34.835	53s	52.8s	-	-	-	-	-
187	ce/a1fc0e	81639	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:MEGAHIT (Megahit on k10_bird_S5-3050337)	CACHED	0	2024-08-04 18:52:34.759	14.8s	14.7s	-	-	-	-	-
188	37/2c6be1	69462	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:MEGAHIT (Megahit on k16_bird_S11-694014)	CACHED	0	2024-08-04 17:38:03.788	11.6s	11.6s	-	-	-	-	-
192	62/c1eff1	99382	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2_FASTA (Kraken2 on k10_bird_S5-3050337-megahit)	CACHED	0	2024-08-04 20:14:49.544	8m 38s	8m 38s	-	-	-	-	-
189	c8/535000	99396	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2_FASTA (Kraken2 on k18_bird_S13-694014-megahit)	CACHED	0	2024-08-04 20:14:49.816	8m 52s	8m 52s	-	-	-	-	-
193	db/9cb46f	100521	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2_FASTA (Kraken2 on k16_bird_S11-694014-megahit)	CACHED	0	2024-08-04 20:23:28.140	5m 52s	5m 52s	-	-	-	-	-
191	4c/8b95cf	99388	taxonomy_analysis_simple:TAXONOMY_ANALYSIS_SIMPLE:KRAKEN2_FASTA (Kraken2 on k24_bird_S19-694014-megahit)	CACHED	0	2024-08-04 20:14:49.617	8m 46s	8m 46s	-	-	-	-	-
190	e6/776eac	78573	taxonomy_analysis_simple:MULTIQC (MultiQC)	CACHED	0	2024-08-04 03:48:28.219	58.5s	58.4s	-	-	-	-	-
