task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
129	98/3e5464	612	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_STATS (Samtools stats on L231T008_S3_L001_4_va)	CACHED	0	2024-05-06 12:25:28.836	37.9s	33.1s	-	-	-	-	-
134	6d/c8778b	590	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_STATS (Samtools stats on L231T0020_S6_L001_4_cp)	CACHED	0	2024-05-06 12:24:58.359	35.2s	31.4s	-	-	-	-	-
125	83/da0b86	559	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T005_S1_L001_4_ec)	CACHED	0	2024-05-06 12:23:52.396	34.8s	30.6s	-	-	-	-	-
140	2a/23e2e5	601	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_INDEX (Samtools index on L231T008_S3_L001_4_va)	CACHED	0	2024-05-06 12:25:27.216	39.4s	33s	-	-	-	-	-
146	2c/85fd2b	592	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_INDEX (Samtools index on L231T0020_S6_L001_4_cp)	CACHED	0	2024-05-06 12:24:58.674	34.9s	31.5s	-	-	-	-	-
139	12/6cfc4e	613	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_INDEX (Samtools index on L231T007_S2_L001_4_va)	CACHED	0	2024-05-06 12:25:28.965	37.8s	33.1s	-	-	-	-	-
80	2a/5d2f89	726	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN2 (Metaphlan on L231T0020_S6_L001_4_unicycler)	CACHED	0	2024-05-06 18:13:49.074	3m 9s	3m 5s	-	-	-	-	-
135	e9/b36b27	604	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T008_S3_L001_4_cp)	CACHED	0	2024-05-06 12:25:27.435	39.3s	33s	-	-	-	-	-
71	87/ca26e6	729	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN1 (Metaphlan on L231T008_S3_L001_4_megahit)	CACHED	0	2024-05-06 18:13:49.150	7m 29s	3m 20s	-	-	-	-	-
82	40/8f3f57	727	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN2 (Metaphlan on L231T0015_S4_L001_4_unicycler)	CACHED	0	2024-05-06 18:13:49.102	4m 49s	4m 45s	-	-	-	-	-
143	3f/faa969	585	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T0020_S6_L001_4_sp)	CACHED	0	2024-05-06 12:24:51.937	41.6s	36.4s	-	-	-	-	-
142	b2/4869ea	553	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T005_S1_L001_4_cp)	CACHED	0	2024-05-06 12:23:51.808	34.8s	30s	-	-	-	-	-
121	db/943e26	595	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T0019_S5_L001_4_cp)	CACHED	0	2024-05-06 12:25:26.767	39.8s	33s	-	-	-	-	-
136	c4/4621b1	573	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T0015_S4_L001_4_va)	CACHED	0	2024-05-06 12:24:22.582	39.2s	34.4s	-	-	-	-	-
138	0e/9f30cc	615	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T007_S2_L001_4_ec)	CACHED	0	2024-05-06 12:25:33.502	33.3s	30.2s	-	-	-	-	-
77	f4/052661	728	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN2 (Metaphlan on L231T008_S3_L001_4_unicycler)	CACHED	0	2024-05-06 18:13:49.130	6m 54s	3m 45s	-	-	-	-	-
105	27/8337f1	596	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_STATS (Samtools stats on L231T008_S3_L001_4_cp)	CACHED	0	2024-05-06 12:25:26.847	39.8s	33s	-	-	-	-	-
114	d1/a5d0ea	626	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_STATS (Samtools stats on L231T008_S3_L001_4_ec)	CACHED	0	2024-05-06 12:26:01.717	39.9s	34.6s	-	-	-	-	-
132	5e/cbe688	602	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_STATS (Samtools stats on L231T007_S2_L001_4_cp)	CACHED	0	2024-05-06 12:25:27.282	39.4s	33s	-	-	-	-	-
120	77/7b2731	566	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_STATS (Samtools stats on L231T005_S1_L001_4_va)	CACHED	0	2024-05-06 12:24:21.884	39.8s	34.3s	-	-	-	-	-
124	65/2ad606	605	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_STATS (Samtools stats on L231T007_S2_L001_4_va)	CACHED	0	2024-05-06 12:25:27.619	39.1s	33s	-	-	-	-	-
65	c4/8e6472	735	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN1 (Metaphlan on L231T0020_S6_L001_4_megahit)	CACHED	0	2024-05-06 18:13:49.272	11m 14s	3m 5s	-	-	-	-	-
79	4b/9da903	730	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN2 (Metaphlan on L231T005_S1_L001_4_unicycler)	CACHED	0	2024-05-06 18:13:49.170	7m 14s	3m 5s	-	-	-	-	-
148	33/d1cdc7	562	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T0015_S4_L001_4_cp)	CACHED	0	2024-05-06 12:24:21.653	39.9s	34.3s	-	-	-	-	-
73	02/7e3bb3	725	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN1 (Metaphlan on L231T007_S2_L001_4_megahit)	CACHED	0	2024-05-06 18:13:49.043	4m 14s	4m 10s	-	-	-	-	-
151	7e/62a313	599	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T008_S3_L001_4_va)	CACHED	0	2024-05-06 12:25:27.071	39.6s	33s	-	-	-	-	-
147	98/f4fade	609	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T0019_S5_L001_4_sp)	CACHED	0	2024-05-06 12:25:28.538	38.2s	33.1s	-	-	-	-	-
150	0b/a5b3a6	607	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T007_S2_L001_4_va)	CACHED	0	2024-05-06 12:25:28.147	38.6s	33.1s	-	-	-	-	-
152	e1/56c646	610	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T007_S2_L001_4_cp)	CACHED	0	2024-05-06 12:25:28.594	38.2s	33.1s	-	-	-	-	-
153	4e/75f439	591	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T007_S2_L001_4_sp)	CACHED	0	2024-05-06 12:24:58.432	35.2s	31.4s	-	-	-	-	-
149	89/d2f9c0	570	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T005_S1_L001_4_va)	CACHED	0	2024-05-06 12:24:22.197	39.5s	34.4s	-	-	-	-	-
70	0a/4564b2	731	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN1 (Metaphlan on L231T0015_S4_L001_4_megahit)	CACHED	0	2024-05-06 18:13:49.188	8m 14s	3m 35s	-	-	-	-	-
144	5c/f27abe	625	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T008_S3_L001_4_ec)	CACHED	0	2024-05-06 12:26:01.693	39.9s	34.6s	-	-	-	-	-
67	84/3c2d82	734	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN1 (Metaphlan on L231T0019_S5_L001_4_megahit)	CACHED	0	2024-05-06 18:13:49.250	10m 44s	3m 10s	-	-	-	-	-
154	61/0caad1	587	taxonomy_analysis:TAXONOMY_ANALYSIS:SAMTOOLS_CONSENSUS_LITE (Samtools consensus on L231T0020_S6_L001_4_cp)	CACHED	0	2024-05-06 12:24:58.171	35.4s	31.4s	-	-	-	-	-
66	d7/6851fa	732	taxonomy_analysis:TAXONOMY_ANALYSIS:METAPHLAN1 (Metaphlan on L231T005_S1_L001_4_megahit)	CACHED	0	2024-05-06 18:13:49.208	10m 14s	3m 40s	-	-	-	-	-
155	54/ac1699	736	taxonomy_analysis:MULTIQC (MultiQC)	CACHED	0	2024-05-06 18:25:03.375	34.8s	30s	-	-	-	-	-
